204,Winnipeg,Manitoba,CA,49.8844,-97.14704
204,"Portage la Prairie",Manitoba,CA,49.97282,-98.29263
204,Oakville,Ontario,CA,43.45011,-79.68292
204,"Flin Flon",Manitoba,CA,54.76824,-101.86497
204,Steinbach,Manitoba,CA,49.52579,-96.68451
204,Thompson,Manitoba,CA,55.7435,-97.85579
204,Winkler,Manitoba,CA,49.1817,-97.94104
204,Brandon,Manitoba,CA,49.84692,-99.95306
204,Selkirk,Manitoba,CA,50.1436,-96.88452
204,Morden,Manitoba,CA,49.1919,-98.10136
204,Dauphin,Manitoba,CA,51.14941,-100.05023
204,"The Pas",Manitoba,CA,53.82509,-101.25413
204,Saint-Laurent,Québec,CA,45.50008,-73.66585
204,Saint-Lazare,Québec,CA,45.40008,-74.13256
226,Orangeville,Ontario,CA,43.9168,-80.09967
226,Guelph,Ontario,CA,43.54594,-80.25599
226,Brantford,Ontario,CA,43.1334,-80.26636
226,London,Ontario,CA,42.98339,-81.23304
226,"St. Thomas",Ontario,CA,42.77361,-81.18038
226,Windsor,Ontario,CA,42.30008,-83.01654
226,Goderich,Ontario,CA,43.75008,-81.71648
226,Paris,Ontario,CA,43.2,-80.38333
226,Woodstock,Ontario,CA,43.13339,-80.7497
226,Sarnia,Ontario,CA,42.97866,-82.40407
226,"Owen Sound",Ontario,CA,44.56717,-80.94349
226,Stratford,Ontario,CA,43.36679,-80.94972
226,Aylmer,Ontario,CA,42.76679,-80.98302
226,Hanover,Ontario,CA,44.15009,-81.03303
226,Petrolia,Ontario,CA,42.86678,-82.14981
226,Amherstburg,Ontario,CA,42.11679,-83.04985
226,Moncton,"New Brunswick",CA,46.09454,-64.7965
236,Victoria,"British Columbia",CA,48.43294,-123.3693
236,Aldergrove,"British Columbia",CA,49.05801,-122.47087
236,"West Vancouver","British Columbia",CA,49.36672,-123.16652
236,"White Rock","British Columbia",CA,49.01636,-122.8026
236,Richmond,"British Columbia",CA,49.17003,-123.13683
236,"Prince George","British Columbia",CA,53.9166,-122.75301
236,Cranbrook,"British Columbia",CA,49.49991,-115.76879
236,"West Kelowna","British Columbia",CA,49.8625,-119.58333
236,Kamloops,"British Columbia",CA,50.66648,-120.3192
236,Penticton,"British Columbia",CA,49.48062,-119.58584
236,Quesnel,"British Columbia",CA,52.97842,-122.4931
236,Vernon,"British Columbia",CA,50.26729,-119.27337
236,Nelson,"British Columbia",CA,49.49985,-117.28553
236,"Salmon Arm","British Columbia",CA,50.6998,-119.30237
236,Terrace,"British Columbia",CA,54.51634,-128.60345
236,"Williams Lake","British Columbia",CA,52.14153,-122.14451
236,Duncan,"British Columbia",CA,48.78293,-123.70266
